accession,gi,species,kingdom,phylum,class,order,family,genus
NC_024611.1,422203,Triplophysa siluroides,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_032692.1,341123,Triplophysa stenura,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_030506.1,341124,Triplophysa stewarti,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_017890.1,341125,Triplophysa stoliczkai,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_026714.1,1620450,Triplophysa strauchii,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_030511.1,1792847,Triplophysa tenuis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_030483.1,1572043,Triplophysa tibetana,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_029330.1,1769393,Triplophysa venusta,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_030512.1,1783486,Triplophysa wuweiensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_030513.1,1792848,Triplophysa xichangensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_027517.1,1677794,Triplophysa yarkandensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Triplophysa
NC_031641.1,643466,Tuberoschistura baenzigeri,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Tuberoschistura
NC_008680.1,357290,Vaillantella maassi,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Vaillantella
NC_042209.1,2547959,Yunnanilus sichuanensis,Animalia,Chordata,Teleostei,Cypriniformes,Balitoridae,Yunnanilus
NC_005257.1,154811,Carpiodes carpio,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Carpiodes
NC_037013.1,43956,Catostomus catostomus,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus
NC_008647.1,7971,Catostomus commersonii,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Catostomus
NC_008645.1,154813,Cycleptus elongatus,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Cycleptus
NC_013064.1,154815,Erimyzon oblongus,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Erimyzon
NC_008676.1,61316,Hypentelium nigricans,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Hypentelium
NC_013071.1,7973,Ictiobus bubalus,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Ictiobus
NC_026528.1,143398,Ictiobus cyprinellus,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Ictiobus
NC_008113.1,154819,Minytrema melanops,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Minytrema
NC_013074.1,418132,Moxostoma congestum,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma
NC_008674.1,154821,Moxostoma poecilurum,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Moxostoma
NC_006401.1,70543,Myxocyprinus asiaticus,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Myxocyprinus
NC_031633.1,154825,Thoburnia rhothoeca,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Thoburnia
NC_010234.1,154827,Xyrauchen texanus,Animalia,Chordata,Teleostei,Cypriniformes,Catostomidae,Xyrauchen
NC_008669.1,357281,Acantopsis choirorhynchos,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Acantopsis
NC_027495.1,322109,Botia lohachata,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Botia
NC_008671.1,322131,Chromobotia macracanthus,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Chromobotia
NC_027663.1,118129,Cobitis biwae,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_010649.2,457511,Cobitis choii,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_023947.1,166482,Cobitis elongatoides,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_022717.1,264551,Cobitis lutheri,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_029441.1,118130,Cobitis matsubarai,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_023473.1,341118,Cobitis melanoleuca,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_007229.1,143401,Cobitis sinensis,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_004695.1,149980,Cobitis striata,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_015306.1,118131,Cobitis takatsuensis,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Cobitis
NC_027849.1,457514,Iksookimia koreensis,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Iksookimia
NC_027850.1,457516,Iksookimia longicorpa,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Iksookimia
NC_015798.1,457521,Koreocobitis naktongensis,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Koreocobitis
NC_018755.1,457520,Koreocobitis rotundicaudata,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Koreocobitis
NC_031597.1,457524,Kottelatlimia pristes,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Kottelatlimia
NC_031593.1,425479,Lepidocephalichthys guntea,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Lepidocephalichthys
NC_031595.1,643361,Lepidocephalichthys micropogon,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Lepidocephalichthys
NC_031596.1,457493,Lepidocephalus macrochir,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Lepidocephalus
NC_018764.1,143403,Leptobotia elongata,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Leptobotia
NC_008677.1,357286,Leptobotia mantschurica,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Leptobotia
NC_024049.1,1347091,Leptobotia microphthalma,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Leptobotia
NC_031602.1,278179,Leptobotia pellegrini,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Leptobotia
NC_022851.1,278178,Leptobotia rubrilabris,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Leptobotia
NC_026130.1,278176,Leptobotia taeniops,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Leptobotia
NC_011209.1,75329,Misgurnus anguillicaudatus,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Misgurnus
NC_038151.1,93600,Misgurnus mizolepis,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Misgurnus
NC_022712.1,405651,Misgurnus mohoity,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Misgurnus
NC_008678.1,357287,Misgurnus nikolskyi,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Misgurnus
NC_015307.1,118138,Niwaella delicata,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Niwaella
NC_008675.1,357285,Pangio anguillaris,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Pangio
NC_031594.1,457498,Pangio cuneovirgata,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Pangio
NC_031599.1,127972,Pangio kuhlii,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Pangio
NC_031592.1,425483,Pangio oblonga,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Pangio
NC_026127.1,143405,Parabotia banarescui,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Parabotia
NC_023803.1,90735,Paramisgurnus dabryanus,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Paramisgurnus
NC_033956.1,1001931,Serpenticobitis octozona,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Serpenticobitis
NC_033950.1,322129,Sinibotia pulchra,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Sinibotia
NC_027853.1,322126,Sinibotia robusta,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Sinibotia
NC_020327.1,278166,Sinibotia superciliaris,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Sinibotia
NC_031546.1,322118,Syncrossus beauforti,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Syncrossus
NC_033951.1,322124,Syncrossus hymenophysa,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Syncrossus
NC_031600.1,322113,Yasuhikotakia morleti,Animalia,Chordata,Teleostei,Cypriniformes,Cobitidae,Yasuhikotakia
NC_026900.1,1463498,Abbottina obtusirostris,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Abbottina
NC_023781.1,75332,Abbottina rivularis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Abbottina
NC_020356.1,38527,Abramis brama,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Abramis
NC_028416.1,933216,Acanthorhodeus gracilis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acanthorhodeus
NC_026872.1,881187,Acheilognathus barbatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_013705.1,430564,Acheilognathus intermedia,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_013711.1,80791,Acheilognathus macropterus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_028736.1,481687,Acheilognathus majusculus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_031152.1,481688,Acheilognathus meridianus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_037404.1,881190,Acheilognathus omeiensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_028433.1,80784,Acheilognathus rhombeus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_013702.1,80807,Acheilognathus signifer,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_014882.1,481701,Acheilognathus somjinensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_042407.1,80788,Acheilognathus tonkinensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_013712.1,80790,Acheilognathus yamatsutae,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acheilognathus
NC_033927.1,67537,Acrocheilus alutaceus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrocheilus
NC_028206.1,356814,Acrossocheilus beijiangensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_023378.1,356809,Acrossocheilus fasciatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_022183.1,356810,Acrossocheilus hemispinus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_031551.1,643335,Acrossocheilus iridescens,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_034917.1,1776111,Acrossocheilus jishouensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_024844.1,1539280,Acrossocheilus kreyenbergii,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_022145.1,356813,Acrossocheilus monticola,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_026973.1,356812,Acrossocheilus parallens,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_024934.1,1544377,Acrossocheilus stenotaeniatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_020145.1,1279364,Acrossocheilus wenchowensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_028527.1,75336,Acrossocheilus yunnanensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Acrossocheilus
NC_031557.1,643421,Albulichthys albuloides,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Albulichthys
NC_008659.1,54556,Alburnus alburnus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Alburnus
NC_031573.1,155060,Alburnus mossulensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Alburnus
NC_019575.1,886298,Alburnus tarichi,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Alburnus
NC_031565.1,364078,Algansea lacustris,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Algansea
NC_031519.1,643417,Amblyrhynchichthys truncatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Amblyrhynchichthys
NC_029707.1,1758748,Ancherythroculter kurematsui,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ancherythroculter
NC_027741.1,1698368,Ancherythroculter lini,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ancherythroculter
NC_021414.1,263419,Ancherythroculter nigrocauda,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ancherythroculter
NC_037405.1,2108152,Ancherythroculter wangi,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ancherythroculter
NC_008650.1,140595,Aphyocypris chinensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Aphyocypris
NC_019620.1,245975,Aphyocypris kikuchii,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Aphyocypris
NC_031563.1,643425,Aspiolucius esocinus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Aspiolucius
NC_022855.1,748366,Aspiorhynchus laticeps,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Aspiorhynchus
NC_031520.1,117142,Aulopyge huegelii,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Aulopyge
NC_031552.1,369627,Balantiocheilos melanopterus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Balantiocheilos
NC_031550.1,643334,Barboides gracilis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barboides
NC_031521.1,443680,Barbonymus altus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barbonymus
NC_008655.1,381606,Barbonymus gonionotus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barbonymus
NC_008654.1,40830,Barbus barbus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barbus
NC_015533.1,209118,Barilius bendelisis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Barilius
NC_023975.1,328523,Belligobio nummifer,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Belligobio
NC_008324.1,143612,Biwia zezera,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Biwia
NC_020355.1,58317,Blicca bjoerkna,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Blicca
NC_008102.1,61318,Campostoma anomalum,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Campostoma
NC_031549.1,643333,Capoeta aculeata,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Capoeta
NC_031522.1,643318,Capoeta damascina,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Capoeta
NC_031430.1,643316,Carassioides acuminatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassioides
NC_015142.1,763460,Carassius auratus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius
NC_006580.1,145527,Carassius auratus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius
NC_002079.1,7957,Carassius auratus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius
NC_006291.1,217509,Carassius carassius,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius
NC_010768.1,52617,Carassius cuvieri,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius
NC_014177.1,101364,Carassius gibelio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Carassius
NC_031523.1,643419,Catlocarpio siamensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Catlocarpio
NC_031613.1,643451,Chagunius chagunio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Chagunius
NC_021418.1,194365,Chanodichthys dabryi,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Chanodichthys
NC_024749.1,933992,Chanodichthys erythropterus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Chanodichthys
NC_008683.1,291816,Chanodichthys mongolicus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Chanodichthys
NC_015364.1,42663,Chrosomus eos,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Chrosomus
NC_031570.1,71760,Chrosomus erythrogaster,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Chrosomus
NC_029181.1,279401,Chuanchia labiosa,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Chuanchia
NC_033964.1,381635,Cirrhinus cirrhosus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cirrhinus
NC_031608.1,643366,Cirrhinus microlepis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cirrhinus
NC_022182.1,172907,Cirrhinus molitorella,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cirrhinus
NC_017611.1,683832,Cirrhinus mrigala,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cirrhinus
NC_029445.1,1217998,Cirrhinus reba,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cirrhinus
NC_031572.1,86940,Clinostomus elongatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Clinostomus
NC_020041.1,328532,Coreius guichenoti,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Coreius
NC_020042.1,171525,Coreius heterodon,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Coreius
NC_007783.2,354116,Coreoleuciscus splendidus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Coreoleuciscus
NC_031612.1,643457,Cosmochilus harmandi,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cosmochilus
NC_031568.1,67539,Couesius plumbeus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Couesius
NC_029447.1,1093611,Crossocheilus atrilimes,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Crossocheilus
NC_029443.1,1093613,Crossocheilus langei,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Crossocheilus
NC_031624.1,369634,Crossocheilus reticulatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Crossocheilus
NC_010288.1,7959,Ctenopharyngodon idella,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Ctenopharyngodon
NC_013616.1,194366,Culter alburnus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Culter
NC_024183.1,857721,Cultrichthys compressocorpus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cultrichthys
NC_031618.1,643377,Cyclocheilichthys heteronema,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyclocheilichthys
NC_031524.1,496974,Cyclocheilichthys janthochir,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyclocheilichthys
NC_033928.1,87714,Cyprinella galactura,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinella
NC_037011.1,87717,Cyprinella leedsi,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinella
NC_008643.1,28791,Cyprinella lutrensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinella
NC_008103.1,13477,Cyprinella spiloptera,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinella
NC_031556.1,643339,Cyprinion semiplotum,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinion
NC_028418.1,1548121,Cyprinus acutidorsalis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_018035.1,630221,Cyprinus carpio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_018036.1,1045198,Cyprinus carpio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_018037.1,1045269,Cyprinus carpio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_018039.1,749191,Cyprinus carpio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_018366.1,749190,Cyprinus carpio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_001606.1,7962,Cyprinus carpio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_028417.1,1745989,Cyprinus megalophthalmus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_028419.1,369635,Cyprinus multitaeniata,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Cyprinus
NC_029771.1,27699,Danio albolineatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Danio
NC_015525.1,127599,Danio dangila,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Danio
NC_027688.1,144739,Danio nigrofasciatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Danio
NC_002333.2,7955,Danio rerio,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Danio
NC_031630.1,46781,Devario devario,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Devario
NC_026122.1,437613,Devario laoensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Devario
NC_033922.1,364070,Dionda episcopa,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Dionda
NC_025650.1,263537,Diptychus maculatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Diptychus
NC_031590.1,643441,Discherodontus ashmeadi,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Discherodontus
NC_031591.1,643442,Discherodontus schroederi,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Discherodontus
NC_036301.1,1897780,Discogobio longibarbatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Discogobio
NC_024578.1,172910,Discogobio tetrabarbatus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Discogobio
NC_011208.1,70541,Distoechodon tumirostris,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Distoechodon
NC_024834.1,238031,Elopichthys bambusa,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Elopichthys
NC_031534.1,98648,Epalzeorhynchos bicolor,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Epalzeorhynchos
NC_031571.1,85566,Erimystax dissimilis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Erimystax
NC_008660.1,353259,Esomus metallicus,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Esomus
NC_037015.1,1276898,Exoglossum maxillingua,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Exoglossum
NC_031535.1,643326,Garra congoensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra
NC_022953.1,643389,Garra flavatra,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra
NC_025562.1,887870,Garra imberba,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra
NC_028426.1,369658,Garra kempi,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra
NC_021935.1,172908,Garra orientalis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra
NC_031628.1,643390,Garra poecilura,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra
NC_028403.1,1277746,Garra qiaojiensis,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra
NC_022941.1,137080,Garra rufa,Animalia,Chordata,Teleostei,Cypriniformes,Cyprinidae,Garra
